Age,NOC,Sport
27.0,URS,Rowing
20.0,GDR,Athletics
24.0,PRK,Gymnastics
24.0,PRK,Gymnastics
24.0,PRK,Gymnastics
24.0,PRK,Gymnastics
24.0,PRK,Gymnastics
24.0,PRK,Gymnastics
24.0,PRK,Gymnastics
24.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
24.0,URS,Wrestling
22.0,GDR,Rowing
29.0,URS,Fencing
29.0,URS,Fencing
21.0,URS,Handball
27.0,GDR,Rowing
21.0,URS,Handball
21.0,URS,Cycling
21.0,URS,Cycling
22.0,GDR,Boxing
25.0,IND,Hockey
19.0,GBR,Boxing
20.0,URS,Rowing
20.0,URS,Rowing
28.0,URS,Athletics
21.0,HUN,Gymnastics
21.0,HUN,Gymnastics
21.0,HUN,Gymnastics
21.0,HUN,Gymnastics
21.0,HUN,Gymnastics
21.0,HUN,Gymnastics
21.0,HUN,Gymnastics
21.0,HUN,Gymnastics
17.0,HUN,Diving
17.0,HUN,Diving
26.0,AUS,Wrestling
25.0,AUS,Canoeing
25.0,AUS,Canoeing
23.0,GBR,Swimming
23.0,GBR,Swimming
23.0,GBR,Swimming
25.0,HUN,Handball
30.0,HUN,Rowing
26.0,AUS,Water Polo
20.0,AUS,Swimming
20.0,AUS,Swimming
20.0,AUS,Swimming
20.0,AUS,Swimming
22.0,GDR,Rowing
14.0,GBR,Swimming
21.0,URS,Judo
20.0,URS,Boxing
21.0,URS,Hockey
35.0,IND,Equestrianism
35.0,IND,Equestrianism
36.0,IND,Equestrianism
36.0,IND,Equestrianism
22.0,URS,Athletics
21.0,URS,Football
20.0,URS,Rowing
25.0,URS,Judo
25.0,URS,Handball
24.0,PRK,Judo
19.0,PRK,Gymnastics
19.0,PRK,Gymnastics
19.0,PRK,Gymnastics
19.0,PRK,Gymnastics
19.0,PRK,Gymnastics
19.0,PRK,Gymnastics
24.0,PRK,Shooting
23.0,PRK,Gymnastics
23.0,PRK,Gymnastics
23.0,PRK,Gymnastics
23.0,PRK,Gymnastics
23.0,PRK,Gymnastics
23.0,PRK,Gymnastics
23.0,PRK,Gymnastics
23.0,PRK,Gymnastics
23.0,PRK,Archery
25.0,PRK,Shooting
35.0,PRK,Shooting
24.0,PRK,Shooting
20.0,PRK,Shooting
24.0,PRK,Shooting
27.0,PRK,Judo
27.0,PRK,Judo
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
20.0,HUN,Judo
16.0,HUN,Swimming
16.0,HUN,Swimming
22.0,URS,Athletics
25.0,GDR,Athletics
19.0,URS,Swimming
32.0,HUN,Judo
23.0,HUN,Rowing
25.0,HUN,Athletics
25.0,HUN,Athletics
21.0,HUN,Water Polo
29.0,HUN,Rowing
26.0,GDR,Athletics
15.0,GDR,Swimming
33.0,GDR,Sailing
21.0,URS,Rowing
18.0,URS,Swimming
18.0,URS,Swimming
18.0,URS,Swimming
18.0,URS,Swimming
18.0,URS,Swimming
18.0,URS,Swimming
26.0,URS,Hockey
23.0,GDR,Rowing
18.0,GDR,Swimming
20.0,GDR,Athletics
23.0,GDR,Rowing
22.0,FRA,Canoeing
21.0,GDR,Diving
24.0,PRK,Judo
23.0,GDR,Athletics
23.0,GDR,Athletics
27.0,HUN,Wrestling
29.0,HUN,Wrestling
28.0,PRK,Athletics
25.0,URS,Wrestling
27.0,HUN,Fencing
27.0,HUN,Fencing
27.0,HUN,Fencing
20.0,URS,Athletics
27.0,URS,Athletics
27.0,URS,Athletics
15.0,URS,Swimming
15.0,URS,Swimming
20.0,URS,Boxing
29.0,URS,Volleyball
22.0,URS,Athletics
25.0,GDR,Rowing
24.0,HUN,Handball
21.0,URS,Swimming
21.0,URS,Swimming
21.0,URS,Swimming
21.0,URS,Swimming
22.0,GDR,Rowing
19.0,URS,Cycling
31.0,URS,Wrestling
28.0,HUN,Rowing
25.0,URS,Wrestling
33.0,URS,Equestrianism
33.0,URS,Equestrianism
23.0,URS,Diving
21.0,URS,Boxing
18.0,GDR,Volleyball
21.0,HUN,Volleyball
29.0,HUN,Weightlifting
23.0,HUN,Rowing
25.0,HUN,Canoeing
23.0,URS,Water Polo
22.0,URS,Athletics
20.0,GDR,Fencing
20.0,GDR,Fencing
26.0,HUN,Fencing
20.0,HUN,Basketball
30.0,HUN,Wrestling
24.0,HUN,Archery
20.0,HUN,Gymnastics
20.0,HUN,Gymnastics
20.0,HUN,Gymnastics
20.0,HUN,Gymnastics
20.0,HUN,Gymnastics
20.0,HUN,Gymnastics
20.0,HUN,Gymnastics
20.0,HUN,Gymnastics
25.0,HUN,Handball
27.0,HUN,Handball
28.0,URS,Equestrianism
28.0,URS,Equestrianism
23.0,URS,Volleyball
20.0,GDR,Gymnastics
20.0,GDR,Gymnastics
20.0,GDR,Gymnastics
20.0,GDR,Gymnastics
20.0,GDR,Gymnastics
20.0,GDR,Gymnastics
24.0,URS,Wrestling
23.0,GDR,Shooting
18.0,URS,Swimming
18.0,URS,Swimming
18.0,URS,Swimming
26.0,URS,Hockey
20.0,URS,Cycling
27.0,GDR,Rowing
21.0,GDR,Swimming
21.0,GDR,Swimming
21.0,GDR,Swimming
21.0,GDR,Diving
30.0,GDR,Handball
30.0,URS,Handball
30.0,URS,Canoeing
32.0,GDR,Handball
19.0,URS,Rowing
22.0,URS,Rowing
22.0,GDR,Rowing
31.0,URS,Fencing
31.0,URS,Fencing
28.0,HUN,Equestrianism
28.0,HUN,Equestrianism
24.0,GDR,Athletics
27.0,GDR,Handball
26.0,GDR,Boxing
21.0,GDR,Handball
18.0,URS,Swimming
18.0,URS,Swimming
18.0,URS,Swimming
24.0,URS,Swimming
24.0,URS,Swimming
24.0,URS,Swimming
21.0,URS,Rowing
28.0,URS,Volleyball
21.0,GDR,Wrestling
24.0,GDR,Football
18.0,GDR,Swimming
18.0,GDR,Swimming
18.0,GDR,Swimming
18.0,GDR,Swimming
21.0,URS,Athletics
26.0,URS,Rowing
20.0,URS,Athletics
24.0,IND,Hockey
20.0,IND,Athletics
22.0,HUN,Water Polo
20.0,GDR,Handball
21.0,GDR,Weightlifting
20.0,GDR,Athletics
21.0,URS,Athletics
25.0,GDR,Athletics
24.0,URS,Handball
28.0,URS,Athletics
25.0,HUN,Boxing
33.0,URS,Shooting
19.0,URS,Swimming
19.0,URS,Swimming
19.0,URS,Swimming
39.0,URS,Judo
28.0,URS,Boxing
23.0,URS,Athletics
20.0,ITA,Wrestling
19.0,ITA,Wrestling
25.0,FRA,Wrestling
20.0,FRA,Swimming
19.0,FRA,Canoeing
24.0,FRA,Fencing
28.0,URS,Hockey
29.0,GDR,Rowing
29.0,GDR,Rowing
24.0,ITA,Volleyball
25.0,AUS,Rowing
27.0,GBR,Weightlifting
24.0,HUN,Rowing
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
22.0,FRA,Canoeing
24.0,GBR,Athletics
24.0,GBR,Athletics
24.0,GBR,Athletics
21.0,URS,Fencing
29.0,URS,Volleyball
26.0,FRA,Weightlifting
22.0,FRA,Fencing
22.0,FRA,Fencing
24.0,GDR,Rowing
22.0,GDR,Athletics
19.0,JAM,Athletics
23.0,GBR,Weightlifting
24.0,FRA,Swimming
26.0,FRA,Canoeing
26.0,FRA,Canoeing
23.0,FRA,Athletics
23.0,FRA,Weightlifting
19.0,FRA,Canoeing
23.0,FRA,Rowing
37.0,URS,Modern Pentathlon
37.0,URS,Modern Pentathlon
30.0,AUS,Rowing
19.0,GBR,Swimming
19.0,GBR,Swimming
24.0,AUS,Canoeing
24.0,AUS,Canoeing
22.0,FRA,Canoeing
22.0,FRA,Canoeing
18.0,GDR,Volleyball
23.0,GDR,Judo
21.0,HUN,Handball
30.0,FRA,Athletics
24.0,GDR,Athletics
19.0,HUN,Volleyball
33.0,URS,Sailing
24.0,URS,Athletics
18.0,GDR,Weightlifting
22.0,GDR,Canoeing
23.0,HUN,Boxing
25.0,PRK,Boxing
27.0,PRK,Weightlifting
33.0,PRK,Shooting
28.0,PRK,Wrestling
24.0,PRK,Athletics
16.0,PRK,Gymnastics
16.0,PRK,Gymnastics
16.0,PRK,Gymnastics
16.0,PRK,Gymnastics
16.0,PRK,Gymnastics
16.0,PRK,Gymnastics
16.0,PRK,Gymnastics
16.0,PRK,Gymnastics
21.0,GDR,Football
22.0,GDR,Athletics
21.0,URS,Athletics
20.0,GDR,Rowing
22.0,URS,Modern Pentathlon
22.0,URS,Modern Pentathlon
30.0,URS,Athletics
30.0,GBR,Athletics
22.0,URS,Athletics
19.0,GBR,Athletics
22.0,GBR,Fencing
22.0,GBR,Fencing
22.0,GBR,Fencing
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
14.0,PRK,Gymnastics
27.0,URS,Canoeing
27.0,GDR,Swimming
27.0,GDR,Swimming
29.0,URS,Volleyball
21.0,URS,Cycling
23.0,GDR,Rowing
18.0,ITA,Athletics
26.0,FRA,Boxing
30.0,GBR,Athletics
26.0,URS,Volleyball
23.0,URS,Basketball
30.0,GDR,Judo
30.0,GDR,Judo
25.0,HUN,Basketball
23.0,FRA,Canoeing
24.0,AUS,Athletics
30.0,URS,Archery
24.0,FRA,Rowing
16.0,GBR,Swimming
20.0,GBR,Swimming
20.0,GBR,Swimming
21.0,GDR,Athletics
21.0,GDR,Athletics
24.0,AUS,Rowing
22.0,HUN,Shooting
37.0,GDR,Rowing
20.0,GDR,Cycling
20.0,GDR,Cycling
21.0,URS,Rowing
29.0,URS,Fencing
29.0,URS,Fencing
30.0,URS,Rowing
24.0,URS,Handball
20.0,URS,Rowing
16.0,GBR,Athletics
16.0,GBR,Athletics
27.0,GDR,Gymnastics
27.0,GDR,Gymnastics
27.0,GDR,Gymnastics
27.0,GDR,Gymnastics
27.0,GDR,Gymnastics
27.0,GDR,Gymnastics
27.0,GDR,Gymnastics
27.0,GDR,Gymnastics
26.0,GBR,Rowing
21.0,GDR,Canoeing
21.0,FRA,Cycling
17.0,IND,Hockey
18.0,ITA,Wrestling
21.0,ITA,Cycling
21.0,ITA,Cycling
33.0,ITA,Fencing
33.0,ITA,Fencing
28.0,ITA,Athletics
26.0,HUN,Gymnastics
26.0,HUN,Gymnastics
26.0,HUN,Gymnastics
26.0,HUN,Gymnastics
26.0,HUN,Gymnastics
26.0,HUN,Gymnastics
26.0,HUN,Gymnastics
26.0,HUN,Gymnastics
21.0,GBR,Rowing
24.0,URS,Handball
29.0,URS,Athletics
22.0,URS,Rowing
28.0,URS,Canoeing
32.0,URS,Handball
20.0,URS,Volleyball
20.0,URS,Gymnastics
20.0,URS,Gymnastics
20.0,URS,Gymnastics
20.0,URS,Gymnastics
20.0,URS,Gymnastics
20.0,URS,Gymnastics
20.0,URS,Gymnastics
20.0,URS,Gymnastics
20.0,FRA,Athletics
21.0,ITA,Athletics
21.0,ITA,Athletics
22.0,GBR,Fencing
22.0,GBR,Fencing
22.0,GBR,Fencing
24.0,URS,Athletics
19.0,URS,Cycling
22.0,HUN,Weightlifting
21.0,IND,Hockey
28.0,ITA,Fencing
41.0,URS,Sailing
21.0,GDR,Weightlifting
33.0,ITA,Shooting
20.0,URS,Rowing
26.0,GBR,Judo
31.0,HUN,Modern Pentathlon
31.0,HUN,Modern Pentathlon
25.0,FRA,Athletics
25.0,FRA,Athletics
25.0,ITA,Athletics
25.0,GDR,Canoeing
41.0,ITA,Shooting
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
22.0,URS,Gymnastics
23.0,URS,Athletics
23.0,URS,Athletics
23.0,URS,Swimming
23.0,URS,Swimming
21.0,GBR,Athletics
28.0,HUN,Fencing
28.0,HUN,Fencing
26.0,FRA,Rowing
19.0,GBR,Swimming
19.0,GBR,Swimming
29.0,ITA,Water Polo
26.0,GBR,Fencing
26.0,GBR,Fencing
20.0,GBR,Cycling
27.0,ITA,Basketball
19.0,ITA,Canoeing
19.0,ITA,Canoeing
27.0,URS,Shooting
21.0,ITA,Athletics
21.0,ITA,Athletics
24.0,HUN,Athletics
23.0,URS,Wrestling
31.0,GBR,Rowing
19.0,URS,Rowing
30.0,HUN,Shooting
22.0,AUS,Athletics
19.0,URS,Diving
24.0,GDR,Handball
27.0,GDR,Fencing
20.0,URS,Rowing
26.0,URS,Weightlifting
19.0,ITA,Fencing
21.0,GBR,Rowing
20.0,GBR,Athletics
20.0,GBR,Athletics
19.0,AUS,Diving
19.0,AUS,Diving
24.0,GBR,Rowing
19.0,AUS,Swimming
19.0,AUS,Swimming
19.0,AUS,Swimming
23.0,AUS,Basketball
28.0,GBR,Athletics
23.0,GBR,Athletics
23.0,GBR,Athletics
23.0,GBR,Rowing
24.0,GBR,Athletics
23.0,GDR,Rowing
23.0,HUN,Basketball
21.0,ITA,Fencing
21.0,ITA,Fencing
21.0,GDR,Athletics
26.0,URS,Shooting
35.0,URS,Athletics
22.0,URS,Canoeing
22.0,POR,Judo
30.0,ITA,Basketball
28.0,ITA,Athletics
28.0,ITA,Athletics
28.0,ITA,Athletics
24.0,ITA,Canoeing
24.0,ITA,Canoeing
18.0,HUN,Swimming
18.0,HUN,Swimming
18.0,HUN,Swimming
18.0,HUN,Swimming
16.0,GDR,Swimming
16.0,GDR,Swimming
16.0,GDR,Swimming
16.0,GDR,Swimming
23.0,GDR,Rowing
20.0,AUS,Swimming
20.0,AUS,Swimming
20.0,AUS,Swimming
27.0,ITA,Shooting
24.0,GDR,Athletics
27.0,POR,Boxing
20.0,HUN,Swimming
20.0,HUN,Swimming
22.0,ITA,Cycling
25.0,FRA,Athletics
20.0,GBR,Athletics
32.0,GBR,Athletics
23.0,GBR,Athletics
28.0,URS,Basketball
23.0,ITA,Cycling
23.0,ITA,Cycling
20.0,URS,Boxing
21.0,ITA,Water Polo
35.0,URS,Equestrianism
35.0,URS,Equestrianism
19.0,URS,Swimming
19.0,URS,Swimming
19.0,URS,Swimming
30.0,GBR,Rowing
25.0,AUS,Weightlifting
22.0,GBR,Cycling
25.0,AUS,Athletics
27.0,URS,Shooting
24.0,ITA,Fencing
34.0,HUN,Water Polo
22.0,HUN,Rowing
32.0,HUN,Wrestling
26.0,HUN,Judo
27.0,URS,Volleyball
32.0,ITA,Fencing
32.0,ITA,Fencing
30.0,AUS,Water Polo
27.0,GBR,Athletics
20.0,AUS,Swimming
20.0,AUS,Swimming
20.0,AUS,Swimming
24.0,HUN,Cycling
19.0,JAM,Athletics
18.0,GBR,Swimming
21.0,AUS,Basketball
21.0,GDR,Cycling
27.0,URS,Athletics
21.0,URS,Cycling
24.0,FRA,Gymnastics
24.0,FRA,Gymnastics
24.0,FRA,Gymnastics
24.0,FRA,Gymnastics
24.0,FRA,Gymnastics
24.0,FRA,Gymnastics
24.0,FRA,Gymnastics
24.0,FRA,Gymnastics
24.0,GBR,Rowing
21.0,URS,Fencing
21.0,URS,Fencing
19.0,URS,Water Polo
23.0,AUS,Athletics
23.0,AUS,Athletics
25.0,GDR,Football
21.0,GDR,Athletics
21.0,GDR,Athletics
21.0,GDR,Athletics
25.0,GDR,Fencing
25.0,GDR,Fencing
24.0,IND,Hockey
25.0,IND,Weightlifting
27.0,GDR,Athletics
27.0,GDR,Athletics
24.0,URS,Athletics
20.0,URS,Athletics
20.0,URS,Athletics
25.0,GBR,Athletics
21.0,AUS,Water Polo
25.0,URS,Sailing
29.0,FRA,Fencing
21.0,URS,Hockey
25.0,URS,Basketball
26.0,IND,Basketball
36.0,HUN,Archery
34.0,HUN,Rowing
21.0,HUN,Athletics
21.0,HUN,Athletics
21.0,HUN,Athletics
35.0,HUN,Shooting
19.0,HUN,Swimming
19.0,HUN,Swimming
22.0,HUN,Handball
23.0,URS,Canoeing
20.0,FRA,Athletics
20.0,FRA,Athletics
15.0,URS,Gymnastics
15.0,URS,Gymnastics
15.0,URS,Gymnastics
15.0,URS,Gymnastics
15.0,URS,Gymnastics
15.0,URS,Gymnastics
24.0,URS,Wrestling
22.0,URS,Judo
19.0,URS,Rowing
28.0,ITA,Volleyball
22.0,GBR,Athletics
22.0,URS,Athletics
22.0,URS,Athletics
34.0,URS,Fencing
34.0,URS,Fencing
24.0,HUN,Fencing
24.0,HUN,Fencing
27.0,HUN,Fencing
25.0,ITA,Sailing
27.0,GBR,Judo
33.0,AUS,Water Polo
24.0,GDR,Rowing
23.0,IND,Hockey
20.0,HUN,Diving
20.0,HUN,Diving
18.0,HUN,Basketball
33.0,HUN,Athletics
23.0,HUN,Wrestling
27.0,HUN,Handball
21.0,URS,Diving
29.0,GDR,Football
21.0,GDR,Athletics
22.0,GDR,Wrestling
22.0,ITA,Wrestling
24.0,URS,Hockey
25.0,AUS,Cycling
26.0,GBR,Modern Pentathlon
26.0,GBR,Modern Pentathlon
21.0,URS,Volleyball
28.0,URS,Weightlifting
24.0,GDR,Fencing
24.0,GDR,Fencing
23.0,GDR,Gymnastics
23.0,GDR,Gymnastics
23.0,GDR,Gymnastics
23.0,GDR,Gymnastics
23.0,GDR,Gymnastics
23.0,GDR,Gymnastics
23.0,GDR,Gymnastics
23.0,GDR,Gymnastics
29.0,URS,Football
29.0,GDR,Rowing
21.0,FRA,Swimming
21.0,FRA,Swimming
19.0,GDR,Canoeing
23.0,HUN,Wrestling
24.0,URS,Handball
30.0,URS,Judo
32.0,URS,Fencing
32.0,URS,Fencing
24.0,GDR,Boxing
22.0,AUS,Gymnastics
22.0,AUS,Gymnastics
22.0,AUS,Gymnastics
22.0,AUS,Gymnastics
22.0,AUS,Gymnastics
22.0,AUS,Gymnastics
22.0,AUS,Gymnastics
16.0,PRK,Archery
21.0,GBR,Athletics
19.0,ITA,Weightlifting
20.0,HUN,Rowing
22.0,GDR,Athletics
22.0,GDR,Athletics
20.0,URS,Wrestling
24.0,HUN,Weightlifting
31.0,HUN,Equestrianism
31.0,HUN,Equestrianism
23.0,GDR,Canoeing
23.0,GDR,Canoeing
21.0,ITA,Boxing
26.0,URS,Athletics
26.0,URS,Athletics
25.0,URS,Athletics
19.0,HUN,Shooting
24.0,HUN,Handball
29.0,HUN,Athletics
29.0,HUN,Athletics
20.0,AUS,Weightlifting
17.0,GBR,Swimming
17.0,GBR,Swimming
17.0,GBR,Swimming
17.0,GBR,Swimming
17.0,GBR,Swimming
26.0,URS,Weightlifting
26.0,URS,Cycling
26.0,URS,Cycling
30.0,HUN,Fencing
30.0,HUN,Fencing
20.0,JAM,Athletics
20.0,JAM,Athletics
20.0,JAM,Athletics
24.0,GBR,Athletics
18.0,HUN,Gymnastics
18.0,HUN,Gymnastics
18.0,HUN,Gymnastics
18.0,HUN,Gymnastics
18.0,HUN,Gymnastics
18.0,HUN,Gymnastics
21.0,URS,Hockey
30.0,URS,Basketball
24.0,GBR,Athletics
24.0,GBR,Athletics
23.0,HUN,Judo
19.0,PRK,Judo
25.0,HUN,Handball
25.0,HUN,Athletics
25.0,HUN,Athletics
32.0,HUN,Rowing
21.0,URS,Handball
28.0,AUS,Rowing
21.0,HUN,Cycling
21.0,HUN,Volleyball
21.0,URS,Volleyball
27.0,ITA,Water Polo
19.0,URS,Cycling
22.0,FRA,Athletics
22.0,FRA,Athletics
28.0,HUN,Fencing
28.0,HUN,Fencing
24.0,HUN,Athletics
19.0,HUN,Fencing
19.0,HUN,Fencing
32.0,HUN,Athletics
32.0,HUN,Athletics
26.0,HUN,Athletics
21.0,URS,Canoeing
21.0,URS,Canoeing
21.0,URS,Canoeing
27.0,FRA,Judo
27.0,FRA,Judo
15.0,AUS,Swimming
15.0,AUS,Swimming
28.0,GBR,Canoeing
28.0,GBR,Canoeing
24.0,HUN,Athletics
24.0,GDR,Athletics
22.0,AUS,Swimming
22.0,AUS,Swimming
27.0,GBR,Rowing
16.0,GBR,Archery
25.0,GBR,Fencing
25.0,GBR,Fencing
25.0,GBR,Fencing
31.0,URS,Hockey
27.0,URS,Rowing
32.0,GBR,Wrestling
18.0,AUS,Swimming
18.0,AUS,Swimming
24.0,ITA,Weightlifting
22.0,FRA,Rowing
26.0,ITA,Sailing
22.0,URS,Rowing
19.0,GBR,Canoeing
28.0,ITA,Canoeing
19.0,URS,Weightlifting
24.0,GDR,Athletics
30.0,GDR,Football
23.0,GDR,Cycling
19.0,FRA,Swimming
19.0,FRA,Swimming
26.0,FRA,Athletics
20.0,ITA,Cycling
31.0,HUN,Fencing
31.0,HUN,Fencing
25.0,URS,Cycling
23.0,URS,Canoeing
23.0,HUN,Athletics
17.0,URS,Swimming
24.0,ITA,Athletics
20.0,JAM,Athletics
20.0,JAM,Athletics
22.0,GDR,Shooting
21.0,GDR,Swimming
21.0,GDR,Swimming
27.0,ITA,Basketball
27.0,FRA,Athletics
25.0,AUS,Judo
28.0,FRA,Fencing
28.0,FRA,Fencing
27.0,URS,Athletics
26.0,FRA,Fencing
26.0,FRA,Fencing
26.0,AUS,Boxing
26.0,AUS,Wrestling
32.0,URS,Football
22.0,URS,Rowing
22.0,URS,Rowing
27.0,URS,Wrestling
25.0,GBR,Weightlifting
20.0,URS,Rowing
32.0,POR,Athletics
28.0,HUN,Shooting
22.0,URS,Hockey
22.0,URS,Hockey
20.0,GDR,Rowing
25.0,URS,Athletics
30.0,URS,Equestrianism
30.0,URS,Equestrianism
17.0,FRA,Swimming
22.0,FRA,Cycling
17.0,GDR,Swimming
29.0,URS,Sailing
19.0,GDR,Swimming
19.0,GDR,Swimming
19.0,GDR,Swimming
29.0,GDR,Athletics
22.0,ITA,Wrestling
16.0,URS,Swimming
16.0,URS,Swimming
19.0,ITA,Canoeing
22.0,GDR,Athletics
22.0,AUS,Cycling
22.0,AUS,Cycling
18.0,ITA,Athletics
18.0,ITA,Athletics
18.0,URS,Diving
27.0,ITA,Athletics
27.0,ITA,Athletics
27.0,ITA,Athletics
22.0,URS,Canoeing
22.0,URS,Canoeing
33.0,URS,Sailing
25.0,GDR,Shooting
26.0,GDR,Athletics
19.0,GBR,Swimming
19.0,GBR,Swimming
19.0,HUN,Canoeing
21.0,GDR,Athletics
24.0,URS,Rowing
18.0,URS,Swimming
22.0,GBR,Rowing
20.0,GBR,Athletics
20.0,GBR,Athletics
25.0,GDR,Wrestling
17.0,GDR,Diving
29.0,URS,Athletics
21.0,URS,Athletics
21.0,URS,Athletics
26.0,URS,Football
28.0,URS,Athletics
27.0,URS,Athletics
24.0,URS,Rowing
23.0,URS,Athletics
22.0,GDR,Volleyball
20.0,JAM,Athletics
20.0,JAM,Athletics
20.0,JAM,Athletics
24.0,URS,Rowing
34.0,URS,Athletics
24.0,HUN,Shooting
24.0,URS,Athletics
23.0,GDR,Swimming
23.0,GDR,Swimming
23.0,GDR,Swimming
24.0,URS,Rowing
19.0,URS,Shooting
29.0,JAM,Athletics
29.0,JAM,Athletics
29.0,JAM,Athletics
21.0,ITA,Athletics
37.0,ITA,Shooting
28.0,HUN,Wrestling
25.0,GBR,Judo
27.0,URS,Volleyball
25.0,ITA,Water Polo
27.0,ITA,Athletics
30.0,URS,Weightlifting
19.0,HUN,Canoeing
17.0,ITA,Swimming
17.0,ITA,Swimming
17.0,ITA,Swimming
17.0,ITA,Swimming
20.0,IND,Hockey
26.0,GBR,Rowing
29.0,URS,Athletics
29.0,HUN,Canoeing
16.0,JAM,Athletics
22.0,GDR,Athletics
22.0,GDR,Athletics
18.0,URS,Volleyball
27.0,FRA,Cycling
24.0,FRA,Athletics
24.0,FRA,Athletics
24.0,FRA,Athletics
24.0,GDR,Wrestling
21.0,GDR,Athletics
32.0,GBR,Canoeing
32.0,GBR,Canoeing
20.0,GDR,Athletics
22.0,GDR,Rowing
15.0,GDR,Swimming
15.0,GDR,Swimming
15.0,GDR,Swimming
24.0,GDR,Judo
20.0,GBR,Athletics
15.0,GDR,Gymnastics
15.0,GDR,Gymnastics
15.0,GDR,Gymnastics
15.0,GDR,Gymnastics
15.0,GDR,Gymnastics
15.0,GDR,Gymnastics
24.0,URS,Handball
25.0,URS,Athletics
21.0,ITA,Swimming
21.0,ITA,Swimming
21.0,ITA,Swimming
21.0,ITA,Swimming
21.0,FRA,Judo
23.0,FRA,Fencing
23.0,FRA,Fencing
19.0,FRA,Swimming
19.0,FRA,Swimming
19.0,FRA,Athletics
19.0,FRA,Athletics
32.0,GBR,Athletics
32.0,AUS,Rowing
27.0,GDR,Rowing
33.0,GDR,Handball
22.0,GDR,Athletics
27.0,GDR,Sailing
26.0,AUS,Basketball
15.0,GDR,Swimming
27.0,GDR,Athletics
33.0,URS,Weightlifting
23.0,URS,Water Polo
17.0,GDR,Swimming
17.0,GDR,Swimming
28.0,GBR,Athletics
27.0,AUS,Athletics
26.0,GBR,Rowing
29.0,GBR,Rowing
27.0,AUS,Athletics
27.0,AUS,Athletics
22.0,GBR,Canoeing
22.0,GBR,Canoeing
22.0,GDR,Volleyball
24.0,URS,Equestrianism
24.0,URS,Equestrianism
21.0,URS,Basketball
27.0,ITA,Equestrianism
27.0,ITA,Equestrianism
26.0,ITA,Equestrianism
26.0,ITA,Equestrianism
26.0,URS,Fencing
26.0,URS,Fencing
27.0,ITA,Fencing
26.0,URS,Football
26.0,HUN,Canoeing
25.0,POR,Judo
28.0,GBR,Athletics
26.0,ITA,Basketball
24.0,ITA,Athletics
24.0,ITA,Athletics
27.0,GDR,Handball
29.0,GDR,Handball
23.0,GDR,Handball
31.0,FRA,Judo
22.0,FRA,Rowing
20.0,GBR,Swimming
23.0,HUN,Swimming
23.0,HUN,Swimming
30.0,GDR,Handball
22.0,GDR,Football
22.0,HUN,Sailing
25.0,URS,Athletics
28.0,URS,Basketball
20.0,URS,Swimming
23.0,ITA,Boxing
27.0,URS,Fencing
27.0,URS,Fencing
24.0,URS,Boxing
20.0,PRK,Boxing
19.0,GDR,Rowing
21.0,URS,Boxing
26.0,ITA,Basketball
30.0,URS,Handball
26.0,IND,Athletics
25.0,IND,Hockey
25.0,FRA,Fencing
20.0,URS,Swimming
20.0,URS,Swimming
20.0,URS,Swimming
30.0,URS,Equestrianism
30.0,URS,Equestrianism
31.0,URS,Basketball
29.0,HUN,Handball
28.0,FRA,Judo
24.0,GBR,Athletics
22.0,GDR,Rowing
27.0,ITA,Basketball
34.0,URS,Athletics
34.0,AUS,Cycling
34.0,AUS,Cycling
25.0,HUN,Cycling
18.0,URS,Weightlifting
20.0,HUN,Rowing
27.0,HUN,Athletics
20.0,GBR,Diving
27.0,URS,Boxing
30.0,ITA,Sailing
16.0,ITA,Swimming
16.0,ITA,Swimming
16.0,ITA,Swimming
23.0,URS,Volleyball
20.0,FRA,Swimming
20.0,FRA,Swimming
25.0,URS,Handball
37.0,GBR,Archery
38.0,AUS,Athletics
21.0,ITA,Fencing
19.0,AUS,Cycling
21.0,GDR,Athletics
21.0,GDR,Athletics
27.0,GDR,Athletics
21.0,GDR,Athletics
24.0,GDR,Athletics
19.0,GDR,Athletics
19.0,GDR,Athletics
23.0,GDR,Athletics
24.0,GDR,Weightlifting
18.0,GDR,Swimming
18.0,GDR,Swimming
18.0,GDR,Swimming
28.0,GDR,Handball
19.0,GDR,Volleyball
26.0,GDR,Handball
26.0,GDR,Athletics
17.0,GDR,Swimming
17.0,GDR,Swimming
26.0,GDR,Football
23.0,IND,Hockey
23.0,GDR,Athletics
15.0,GDR,Swimming
28.0,GDR,Sailing
19.0,GDR,Rowing
